City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Temp,Wind Speed
Katsuura,JP,35.13,140.3,1594666268,100,93,73.0,1.01
Xining,CN,36.62,101.77,1594666374,100,80,57.79,0.72
Itacoatiara,BR,-3.14,-58.44,1594666445,33,55,88.86,1.74
Kumul,CN,42.8,93.45,1594666445,0,30,75.7,11.12
Ukiah,US,39.15,-123.21,1594666445,1,37,87.01,3.36
Bandar-e Anzali,IR,37.47,49.46,1594666445,75,94,77.0,4.7
Luang Prabang,LA,19.89,102.13,1594666378,22,88,72.61,0.63
Berlevåg,NO,70.86,29.09,1594666446,71,85,47.8,4.94
Sabzawār,IR,36.21,57.68,1594666446,0,24,80.76,10.65
Luba,GQ,3.46,8.55,1594666446,67,84,77.22,9.46
Sibolga,ID,1.74,98.78,1594666446,100,73,79.03,3.49
Qax,AZ,41.42,46.92,1594666447,75,73,77.0,2.24
Marsá Maţrūḩ,EG,31.35,27.25,1594666445,0,69,78.8,8.05
Kloulklubed,PW,7.04,134.26,1594666447,75,88,77.0,5.82
Heilbron,ZA,-27.28,27.97,1594666447,0,49,45.34,6.96
Esso,RU,55.93,158.7,1594666448,99,81,60.49,2.17
Isangel,VU,-19.55,169.27,1594666448,20,94,68.0,7.31
Ancud,CL,-41.87,-73.82,1594666448,20,65,52.0,2.24
Nueva Loja,EC,0.08,-76.88,1594666448,9,80,82.06,0.98
Mahabalipuram,IN,12.63,80.17,1594666448,40,83,84.2,4.7
Ust'-Ilimsk,RU,58.0,102.66,1594666449,0,65,59.29,1.9
Oga,IT,46.46,10.35,1594666449,75,71,64.4,6.93
Bagé,BR,-31.33,-54.11,1594666449,8,46,53.6,13.87
Murgab,TM,37.5,61.97,1594666450,30,25,89.6,7.83
Kununurra,AU,-15.77,128.73,1594666450,3,36,62.6,6.93
Chilca,PE,-12.52,-76.74,1594666450,90,82,60.8,6.93
Lexington,US,37.99,-84.48,1594666291,20,54,84.0,6.93
Kremnica,SK,48.71,18.92,1594666451,0,48,62.6,10.29
Anadyr,RU,64.75,177.48,1594666451,20,76,53.6,11.18
Gallup,US,35.53,-108.74,1594666390,75,17,89.6,16.11
Parakou,BJ,9.34,2.63,1594666452,100,92,74.62,4.34
Oltu,TR,40.55,42.0,1594666452,100,80,61.03,3.06
Shingū,JP,33.73,135.98,1594666261,100,95,70.79,3.69
Muswellbrook,AU,-32.27,150.9,1594666452,56,74,46.99,14.0
Zhigansk,RU,66.77,123.37,1594666453,0,87,56.71,6.02
Nizhnevartovsk,RU,60.93,76.55,1594666453,0,77,62.6,2.24
Yago,MX,21.83,-105.07,1594666453,20,61,82.4,4.7
Florianópolis,BR,-27.61,-48.5,1594666453,75,82,64.0,10.29
Nishihara,JP,26.18,127.76,1594666453,20,88,84.2,4.7
Tamiahua,MX,21.27,-97.45,1594666454,0,60,88.74,11.63
Dzilam González,MX,21.28,-88.93,1594666454,0,62,91.99,6.2
Danville,US,36.59,-79.39,1594666233,40,48,91.99,3.36
Srednekolymsk,RU,67.45,153.68,1594666454,0,63,55.06,8.79
Dicabisagan,PH,17.08,122.42,1594666454,100,83,77.5,5.48
Tessalit,ML,20.2,1.01,1594666455,26,8,101.48,6.29
Mandapam,IN,9.28,79.12,1594666455,100,84,83.23,18.77
Puliyūr,IN,10.63,78.83,1594666455,40,70,84.2,3.36
Kieta,PG,-6.22,155.63,1594666455,100,77,78.73,1.25
Karratha,AU,-20.74,116.85,1594665890,11,54,64.13,8.1
Poum,NC,-20.23,164.02,1594666456,100,80,72.21,15.97
Baker City,US,44.77,-117.83,1594666456,1,30,71.6,10.29
Klaipėda,LT,55.72,21.12,1594666456,40,77,59.0,3.36
Severnyy,RU,50.68,36.55,1594666457,75,77,69.8,8.95
Road Town,VG,18.42,-64.62,1594666457,75,70,87.8,13.87
Babylon,US,40.7,-73.33,1594666457,75,48,86.0,10.87
Jumla,NP,29.27,82.18,1594666458,97,72,63.25,2.1
Kwang Binh,VN,17.48,106.6,1594666458,96,82,80.53,4.52
Baykit,RU,61.67,96.37,1594666458,27,78,58.78,2.84
Alofi,NU,-19.06,-169.92,1594666458,75,73,71.6,19.46
Palmital,BR,-22.79,-50.22,1594666459,98,69,72.32,3.62
‘Ewa Beach,US,21.32,-158.01,1594666272,20,69,78.8,3.36
Alexandria,EG,31.22,29.96,1594666360,0,74,78.8,11.41
Garoowe,SO,8.41,48.48,1594666459,69,55,80.33,21.36
Keningau,MY,5.34,116.16,1594666460,20,94,77.0,5.82
Čakovec,HR,46.38,16.43,1594666460,66,54,64.0,2.91
Nyurba,RU,63.28,118.33,1594666212,12,83,58.41,0.31
Ugoofaaru,MV,5.67,73.0,1594666460,34,66,84.34,1.45
Digby,CA,44.62,-65.77,1594666461,96,82,73.99,13.0
Turbat,PK,26.0,63.04,1594666461,46,79,81.21,6.64
Kondopoga,RU,62.21,34.26,1594666461,100,93,59.0,0.56
Saint-Joseph,RE,-21.37,55.62,1594666461,19,77,66.2,4.7
Mackay,AU,-21.15,149.2,1594666462,0,70,46.4,6.93
Pabradė,LT,55.0,25.78,1594666462,0,55,62.6,3.36
Abu Kamal,SY,34.45,40.92,1594666462,0,15,90.57,11.3
Colomi,BO,-17.35,-65.87,1594666462,20,16,77.0,5.82
Beeville,US,28.4,-97.75,1594666463,1,47,97.0,8.05
Shimoda,JP,34.67,138.95,1594666463,100,94,66.0,1.01
Narsīpatnam,IN,17.67,82.62,1594666463,90,94,82.4,3.36
Kinshasa,CD,-4.32,15.32,1594666463,98,78,75.2,3.36
Erie,US,42.77,-78.67,1594666459,90,69,73.99,8.05
Aksu,CN,41.12,80.26,1594666464,99,33,78.8,10.27
São Filipe,CV,14.9,-24.5,1594665995,29,82,78.01,5.77
Kudahuvadhoo,MV,2.67,72.89,1594666465,83,68,84.61,6.38
Piracuruca,BR,-3.93,-41.71,1594666465,90,46,90.72,2.48
Jakar,BT,27.55,90.75,1594666465,97,76,60.4,0.89
Mount Isa,AU,-20.73,139.5,1594666466,39,57,51.8,11.41
Vostok,RU,46.49,135.88,1594666466,57,99,55.31,2.3
Paamiut,GL,61.99,-49.67,1594666245,0,81,44.13,3.13
Buala,SB,-8.14,159.59,1594666466,100,79,80.11,5.12
Panabá,MX,21.28,-88.27,1594666466,0,54,91.04,6.06
Hasaki,JP,35.73,140.83,1594666467,90,94,69.8,3.36
Belmonte,BR,-15.86,-38.88,1594666033,75,69,78.8,3.36
Port Hawkesbury,CA,45.62,-61.35,1594666467,1,61,84.0,9.17
Botshabelo,ZA,-29.27,26.71,1594666468,0,27,50.0,6.93
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,1594666468,90,100,50.0,4.47
Rincon,US,32.3,-81.24,1594665931,20,52,95.0,13.87
Lubango,AO,-14.92,13.49,1594666445,0,33,58.8,5.82
Santa Rosa,PH,14.31,121.11,1594666468,100,89,78.01,1.66
Pinheiral,BR,-22.51,-44.0,1594666286,97,54,77.95,7.11
Jishu,CN,44.32,126.8,1594666469,82,74,63.18,3.53
Tougue,GN,11.47,-11.6,1594666469,100,93,72.97,5.99
Porto Nacional,BR,-10.71,-48.42,1594666307,5,31,91.4,4.7
Te Anau,NZ,-45.42,167.72,1594666244,85,90,34.83,0.67
Huangzhai,CN,38.08,112.66,1594666470,100,73,69.8,4.47
Buraidah,SA,26.33,43.98,1594666470,20,20,102.2,11.41
Chernyshkovskiy,RU,48.42,42.23,1594666470,100,59,73.45,8.9
Villazón,BO,-22.09,-65.59,1594666471,0,20,60.82,5.17
Halvad,IN,23.02,71.18,1594666026,4,73,85.84,14.79
Chapais,CA,49.78,-74.85,1594666471,1,49,73.4,8.05
Taoudenni,ML,22.68,-3.98,1594666294,2,18,105.31,8.99
Kamenka,RU,51.32,42.77,1594666472,82,64,77.0,10.0
Agüimes,ES,27.91,-15.45,1594666472,20,69,79.0,27.51
Dunedin,NZ,-45.87,170.5,1594666470,39,80,42.01,7.0
Praia da Vitória,PT,38.73,-27.07,1594666472,40,64,75.2,11.41
Campos Belos,BR,-13.04,-46.77,1594666473,13,22,88.56,4.05
Baymak,RU,52.59,58.32,1594666473,27,67,71.2,1.34
Singkawang,ID,0.9,109.0,1594666473,75,90,76.12,1.03
Lanzhou,CN,36.06,103.79,1594666473,100,74,72.0,0.94
Derzhavīnsk,KZ,51.1,66.32,1594666474,0,50,70.07,8.72
Stephenville,US,32.22,-98.2,1594666474,1,29,102.0,12.75
Bubaque,GW,11.28,-15.83,1594666474,100,81,80.33,14.14
Kulhudhuffushi,MV,6.62,73.07,1594666474,84,69,84.13,4.63
Waddān,LY,29.16,16.14,1594666474,0,34,81.88,18.01
Inhambane,MZ,-23.86,35.38,1594666475,0,72,65.35,10.04
Hohhot,CN,40.81,111.65,1594666476,79,77,62.6,6.71
Ouadda,CF,8.08,22.4,1594666288,100,95,69.44,4.7
Castaños,MX,26.78,-101.42,1594666476,86,10,104.0,1.01
Cerveteri,IT,41.99,12.09,1594666477,97,61,84.2,5.82
Kalmunai,LK,7.42,81.82,1594666477,81,77,82.0,12.64
Yerbogachën,RU,61.28,108.01,1594666477,44,76,58.28,1.61
Rovaniemi,FI,66.5,25.72,1594666477,75,93,51.8,9.17
Zeya,RU,53.75,127.27,1594666477,62,62,70.72,2.71
Laguna,US,38.42,-121.42,1594666478,1,42,84.99,10.29
Amuntai,ID,-2.42,115.25,1594666478,92,96,71.94,0.58
Sabha,LY,27.04,14.43,1594666478,0,17,87.33,13.18
Novokruchininskiy,RU,51.78,113.77,1594666478,0,93,57.2,1.3
Muisne,EC,0.6,-80.03,1594666479,78,85,76.86,13.11
Urucará,BR,-2.54,-57.76,1594666479,6,42,92.61,5.1
Tura,IN,25.52,90.22,1594666479,100,95,75.87,4.54
Point Pedro,LK,9.82,80.23,1594666479,96,84,82.13,17.98
Alakurtti,RU,66.97,30.35,1594666480,100,69,57.99,1.99
Namtsy,RU,62.72,129.67,1594666480,52,82,68.0,4.47
Tateyama,JP,34.98,139.87,1594666480,100,100,72.0,1.01
Gelnhausen,DE,50.2,9.18,1594666480,28,37,78.01,3.85
Ayan,RU,56.45,138.17,1594666481,0,92,53.13,7.38
Souris,CA,49.62,-100.26,1594666481,90,73,73.99,9.17
Mayor Pablo Lagerenza,PY,-19.93,-60.77,1594666481,85,55,82.89,4.29
Yozgat Province,TR,39.58,35.33,1594666353,0,69,61.9,10.18
Esim,GH,4.87,-2.24,1594666482,50,86,75.15,11.77
San Miguel de Cozumel,MX,20.51,-86.95,1594666482,20,55,90.0,3.36
Mandalgovi,MN,45.76,106.27,1594666482,0,39,71.17,3.31
Guajará,BR,-2.97,-57.67,1594666483,55,47,91.9,2.98
Tual,ID,-5.67,132.75,1594666483,79,82,78.82,21.83
Eydhafushi,MV,5.1,73.07,1594666483,7,66,84.42,0.89
Tevaitoa,PF,-16.78,-151.5,1594666483,100,78,79.36,13.94
Pecos,US,31.42,-103.49,1594666483,1,11,105.8,3.36
Daru,PG,-9.08,143.21,1594666484,100,89,77.05,17.02
Labytnangi,RU,66.66,66.42,1594666484,100,71,51.53,10.38
Mocuba,MZ,-16.84,36.99,1594666484,0,81,61.29,2.86
Torrington,US,41.8,-73.12,1594666484,11,60,84.99,5.01
Kiomboi,TZ,-4.27,34.37,1594666484,9,48,65.86,11.68
Manzanillo,CU,20.34,-77.12,1594666485,100,50,90.95,1.66
Mandiana,GN,10.63,-8.68,1594666485,100,88,76.5,1.19
Zandvoort,NL,52.37,4.53,1594666485,40,49,69.01,6.93
Bahía Blanca,AR,-38.72,-62.27,1594666485,0,47,48.04,13.18
Bocas del Toro,PA,9.33,-82.25,1594666216,100,64,71.01,3.0
Tombouctou,ML,20.0,-3.0,1594666446,1,14,104.67,10.0
Leningradskiy,RU,69.38,178.42,1594666486,100,88,36.73,7.92
Hadrut,AZ,39.52,47.03,1594666486,100,62,75.65,4.76
Pangody,RU,65.85,74.49,1594665976,100,79,47.01,20.02
Passo de Camaragibe,BR,-9.24,-35.49,1594666487,40,65,80.6,9.17
Nantucket,US,41.28,-70.1,1594666269,90,94,72.0,9.17
Manggar,ID,-2.88,108.27,1594666487,100,83,81.27,13.69
Plettenberg Bay,ZA,-34.05,23.37,1594666487,32,53,53.42,20.98
Mogadishu,SO,2.04,45.34,1594666442,8,84,77.47,13.6
Guarapari,BR,-20.67,-40.5,1594666488,0,58,82.99,4.52
Brønnøysund,NO,65.46,12.2,1594666488,40,71,55.4,6.93
Vao,NC,-22.67,167.48,1594666488,100,77,72.5,12.53
São João da Barra,BR,-21.64,-41.05,1594666489,0,38,87.8,4.7
Williams Lake,CA,52.14,-122.14,1594666489,75,58,53.6,3.04
Necochea,AR,-38.55,-58.74,1594666039,57,74,46.0,14.0
Centenário do Sul,BR,-22.82,-51.6,1594666489,60,57,78.49,6.17
Tygda,RU,53.12,126.33,1594666489,0,65,67.6,0.94
Río Gallegos,AR,-51.62,-69.22,1594666490,75,74,35.6,20.8
Nouadhibou,MR,20.93,-17.03,1594666490,0,78,73.4,20.8
Camacupa,AO,-12.02,17.48,1594666490,0,30,62.28,3.58
Archidona,ES,37.1,-4.39,1594666490,0,56,82.0,3.0
Los Alamos,US,35.89,-106.31,1594666490,40,14,90.0,11.41
Shamkhal,RU,43.06,47.34,1594666491,95,88,77.0,4.47
Mindelo,CV,16.89,-24.98,1594666491,90,94,77.0,3.36
Nzega,RW,-2.48,29.56,1594666491,0,68,57.15,4.63
Yumen,CN,40.28,97.2,1594665760,0,35,70.66,6.58
Kahului,US,20.89,-156.47,1594666492,40,57,80.6,3.36
Coahuayana Viejo,MX,18.73,-103.68,1594666492,40,74,80.6,6.11
Wronki,PL,52.71,16.38,1594666492,32,46,70.0,3.36
Viedma,AR,-40.81,-63.0,1594665808,0,51,47.28,23.06
Pandaria,IN,22.23,81.42,1594666492,96,67,84.74,4.45
Shakawe,BW,-18.37,21.85,1594666493,0,28,55.35,5.01
Flin Flon,CA,54.77,-101.86,1594665918,75,56,71.6,8.05
Grand-Santi,GF,4.25,-54.38,1594666493,93,74,84.69,2.08
Izumo,JP,35.37,132.77,1594666493,90,94,73.4,11.41
Ambilobe,MG,-13.2,49.05,1594666446,3,78,68.09,3.22
